GSM813064	GSM813065	GSM813066	GSM813067	GSM814496	GSM814497
0.1091	0.452	0.2378	0.5499	0.2921	0.4788
0.0703	0.2132	0.5977	0.138	0.2188	0.0401
99.3846	94.8998	82.8953	86.8534	91.0411	81.3151
9.7651	9.404	9.2357	8.2941	5.85	11.3417
4.2004	3.7929	3.7546	3.4574	4.4965	3.6047
32.8866	29.4004	32.1091	27.9272	28.3344	26.3531
0.295	0.4243	0.1273	0.232	0.2543	0.2188
162.2538	130.7993	144.6965	145.5915	133.8218	141.5184
2.4259	2.2737	2.8921	2.7108	2.7156	2.7858
1.8864	1.9224	2.1645	1.942	1.8385	2.0326
0.9917	1.232	0.7575	1.2307	1.6454	1.0615
4.2718	4.5966	3.5301	3.7386	4.3742	4.5977
15.0958	14.7249	12.5911	13.7647	14.3047	14.9955
2.1812	1.9397	1.7987	2.0177	1.998	2.3749
0.5853	1.1234	0.5708	0.6425	0.6116	0.2908
2.0929	1.8766	0.7399	1.2893	2.0867	1.6706
0.0981	0.2293	0.1775	0.3236	0.3038	0.0871
9.6391	8.3958	10.0345	10.1734	10.1497	12.0084
6.8445	6.8169	7.6788	6.1308	6.8149	6.1345
1.7354	2.039	2.2469	2.3213	1.968	1.7726
0.7909	0.3664	1.1901	1.3095	1.3205	0.4272
4.9696	4.8606	4.1224	2.8208	3.4968	3.1531
8.7455	9.0431	7.9648	8.9598	8.316	11.1371
4.1585	5.3041	3.9159	4.9337	4.8756	5.1158
25.4545	25.5842	25.4243	21.0756	23.0234	24.96
49.9667	48.6249	48.132	49.675	44.0195	53.8869
0.1862	0.1727	0.1962	0.9016	0.2307	0.336
24.2869	22.0821	18.254	18.6877	18.2434	21.5704
113.5757	108.454	75.903	111.6736	115.9031	131.9916
9.9321	9.1709	8.0378	8.5596	8.5776	10.494
22.9751	23.6991	23.2567	15.0357	24.7255	15.9967
20.5788	16.8768	20.7144	22.8291	21.3527	21.6411
0.5765	0.18	0.233	0.4575	0.4273	0.3382
2.7693	2.3854	3.5977	2.973	2.3203	3.6226
0.9246	0.666	0.6245	0.9734	1.0333	0.748
1.9069	1.4784	1.5136	1.4028	1.3036	1.5136
0.7855	0.3859	0.9319	1.1519	0.5177	0.563
23.6369	22.8436	21.5188	18.6486	21.7528	21.6607
8.8515	14.5926	6.9442	16.394	9.9669	14.204
0.8212	0.539	0.389	0.2694	0.2354	0.2391
6.7279	6.4902	6.7912	6.7076	6.8171	6.697
0.288	0.0018	0.1839	0.2562	0.0748	0.2977
14.6976	13.9863	14.4521	12.637	13.3735	15.0191
0.9813	0.6115	0.792	0.6434	0.5455	0.8198
10.9525	9.7852	10.4428	11.6654	9.982	12.0019
25.3525	27.612	24.2759	24.7948	23.5117	26.7325
24.5734	26.6306	21.0624	19.429	20.5068	22.2518
2.2446	1.9214	1.801	1.7611	1.7178	1.7211
3.664	3.6198	3.3849	2.8888	3.1491	3.4729
0.1726	0.2413	0.4454	0.4473	0.0882	0.019
3.7967	3.5258	3.7519	3.5258	3.3813	3.5035
30.2151	43.8617	28.4617	48.7241	25.676	40.4954
1.2128	0.9503	1.0805	1.2209	0.9014	1.3303
0.4522	0.496	0.8123	0.8765	0.8409	0.5697
0.6925	0.3741	0.8351	0.4553	0.5197	-0.0089
8.1985	6.78	5.7621	6.2576	9.406	6.9996
5.047	5.0948	4.553	4.6893	4.8986	5.0566
11.0848	11.9295	5.7327	6.3667	13.5547	10.0195
19.6733	17.8895	20.8058	21.4496	18.4391	22.6355
0.3482	0.3982	0.5318	0.7125	0.4791	0.2197
31.2395	26.1669	26.0741	24.4324	25.7406	26.3672
4.0991	3.8102	3.3923	4.8605	4.0804	6.0628
3.9707	4.4948	3.1856	2.6504	4.503	3.8681
2.0188	0.6794	1.3495	1.9127	1.0326	1.0566
0.1925	0.4596	0.2314	0.299	0.1806	0.329
4.5593	4.1356	3.9611	3.8822	4.2129	3.9043
14.4593	13.2805	9.0	8.4062	11.9756	9.3343
4.0547	3.9097	4.0348	3.495	4.3222	3.4587
22.0445	23.7152	26.7503	21.6759	27.3783	21.7869
1.0141	0.3665	0.7586	0.6902	0.8184	0.9668
0.1976	0.5677	0.2639	0.2487	0.4567	0.3342
2.074	1.7853	1.6782	2.21	1.7742	2.0324
3.1234	2.5834	2.8559	2.7823	2.5795	2.7966
0.2553	0.334	0.3344	0.2608	0.1395	0.1914
18.5572	18.1793	10.9321	9.5016	9.8208	8.3994
145.7322	135.2929	125.7992	127.1794	133.1686	141.9974
12.0777	11.2188	7.9254	8.484	10.9822	8.3101
0.3427	0.2127	0.2856	0.3563	0.4273	0.603
2.8323	2.9031	3.1223	3.0953	3.3607	4.037
5.7481	5.7012	5.0048	5.0298	5.2103	4.7128
0.9567	1.6732	1.6755	1.8468	0.5017	1.6902
41.3038	36.2599	38.3958	36.4012	34.9285	39.2959
8.1941	6.4305	9.0821	9.941	8.4496	9.9241
0.9326	0.8109	0.348	0.9023	1.0105	0.6331
2.3999	2.3323	2.558	1.9769	2.1806	1.9789
0.6918	0.4789	0.5307	0.5489	0.3859	0.2227
23.7296	19.5389	21.4472	20.4134	20.3156	23.3353
3.6719	3.4589	3.1941	2.2869	2.2114	2.5768
5.975	6.8902	5.131	6.5111	6.1521	6.9426
2.0704	2.2153	1.4158	1.662	2.3079	2.0777
2.9752	1.5874	1.5515	1.7373	1.788	2.2167
2.1553	2.3289	2.2106	1.9828	2.1181	2.7261
2.6326	2.692	2.8033	3.1706	3.8001	3.3368
20.0532	17.2312	18.1532	13.7816	20.6091	14.9179
55.2792	51.8972	50.2053	52.1073	48.2886	55.3712
0.7129	0.1447	0.4835	0.8434	0.6548	1.142
47.4005	48.8638	35.0944	48.5269	53.4623	53.5176
2.5423	2.2779	2.1062	2.0491	1.9667	2.4084
73.6927	62.5907	70.8146	76.6274	72.0387	82.463
4.6812	4.3601	4.5328	4.7868	4.5748	5.4802
2.8624	2.9431	2.7709	2.8785	2.9986	3.1048
1.9952	1.7429	0.7726	0.9706	1.1776	0.9487
11.9962	14.5302	9.93	12.829	14.5316	13.1787
97.3377	82.7587	79.1411	85.6379	82.0148	89.624
1.4066	1.6305	1.3586	1.5102	1.4338	1.2786
13.5318	12.3072	11.8982	11.8685	14.4499	14.8167
27.4728	26.8162	24.4105	21.5265	24.6307	24.2087
41.1978	44.5255	48.3768	46.2819	50.8786	46.6949
5.3868	4.8038	4.7738	4.7458	4.7526	4.3067
1.0682	1.3378	1.1163	1.1453	1.2381	1.5684
3.8165	3.3542	2.9953	2.6922	2.7772	3.4775
0.3829	0.2543	0.1812	0.6054	0.4559	0.6436
104.5396	87.3849	92.9215	88.8147	105.0175	103.5302
46.5628	43.2042	37.2182	37.5857	40.6194	39.3545
19.4311	16.865	19.61	18.9317	15.4823	20.3466
2.2548	2.0878	2.2754	2.4103	1.9977	2.2265
1.8298	1.4438	1.4821	1.732	1.5561	1.8704
0.6331	0.7836	0.8512	1.08	1.1676	1.3071
9.3846	9.6041	11.124	9.9873	8.9599	9.6867
0.3242	0.3356	0.1452	0.3496	0.1139	0.2923
1.8214	1.9073	2.2653	1.9085	1.8631	2.5389
26.1791	28.4347	18.0214	19.5348	28.4477	23.1724
0.2959	0.3886	0.0891	0.2035	0.3461	0.3564
44.5506	44.0212	43.9741	40.3183	41.1923	45.4643
0.2658	0.3168	-0.0929	0.2751	0.5182	0.28
43.0699	61.5416	39.0226	60.1785	55.6771	57.7947
11.2137	11.6059	8.7623	9.335	11.5515	11.3936
4.3679	4.3912	3.4963	4.5499	4.2943	4.3761
8.0214	6.5118	6.0809	6.3239	7.1737	7.8715
1.2821	0.5361	0.7753	0.574	0.7735	1.1323
0.9851	0.4622	1.2808	1.1191	0.9502	1.4713
86.3944	82.9241	81.532	86.086	85.6928	99.6466
7.0118	8.4436	5.1165	7.101	9.0602	9.7297
8.3361	7.8655	7.8998	9.733	7.9791	9.2568
8.9897	11.0064	7.5793	6.1465	9.1319	6.0587
0.3382	0.1512	0.3351	0.0325	0.1619	0.4598
0.9963	0.3434	0.6273	0.3433	0.4149	0.3959
155.0817	133.6933	144.5087	124.7891	137.8382	121.866
4.8719	5.4604	5.2408	5.0557	6.143	5.4369
1.449	1.4495	0.7805	0.6249	1.7718	1.0719
96.0863	92.3062	82.4828	81.9089	83.9196	98.3958
12.2637	12.7592	11.5418	11.8587	10.8684	13.4557
0.2431	0.6024	0.4113	0.5805	0.2183	0.545
3.291	3.6605	3.4546	3.4396	3.7223	4.079
119.5003	128.0189	117.653	116.1145	119.1676	130.366
0.3241	0.6512	0.6207	0.6046	0.6601	1.3262
3.1591	3.062	2.955	3.2436	2.7837	3.1298
13.7266	12.1465	13.4612	18.3744	14.8137	22.3784
0.5665	0.5114	0.3787	0.2602	0.2951	0.1605
235.2039	272.1495	205.2993	300.5257	259.3611	271.5726
7.1056	5.8224	6.3519	6.4294	5.7604	6.6133
0.138	0.6739	0.2868	0.6607	0.6229	0.2328
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
2.2071	2.3156	2.0805	1.6295	2.2256	2.0715
17.4592	19.0382	12.5426	12.6732	16.9198	17.9492
7.6579	6.6581	7.7557	7.2293	7.0451	9.4609
4.8393	3.68	7.5772	8.8066	5.8644	9.5347
0.8286	0.8975	0.8992	0.2998	0.9424	0.6565
1.042	1.7173	0.7182	0.804	0.7264	1.8122
14.6542	13.7125	11.8539	10.7192	14.0538	10.7833
0.5366	0.6523	0.1715	0.8716	0.7386	0.287
6.2569	4.977	5.6637	5.6056	5.4404	6.1917
130.9571	125.623	162.5409	157.5678	109.8876	164.4042
5.9864	5.5864	5.6598	6.4938	5.9449	5.9554
2.2909	1.7412	1.4018	1.5217	1.3036	1.9881
1.5905	1.0262	1.519	1.2321	0.8933	1.6929
41.3469	44.5013	47.233	50.1912	41.6246	51.9085
3.063	2.6572	3.4325	3.4163	2.7927	2.8398
3.2566	3.5594	3.2207	3.3844	3.502	3.8109
65.8791	71.4706	69.6845	65.9941	74.389	84.9269
3.5826	3.4734	2.9028	3.0797	3.045	3.6242
0.9898	0.8657	0.803	1.3483	0.8908	1.1706
453.0641	385.45	366.9668	385.9008	435.1459	410.7144
0.3327	0.095	0.3748	0.2076	0.5062	0.242
27.9238	23.4383	24.7013	22.9536	23.0934	24.811
1.7851	1.2839	2.279	2.6468	1.7482	2.607
1.0644	1.1986	0.8953	0.619	1.3089	1.2718
440.8585	452.663	377.0904	382.0847	409.7532	435.4674
0.1399	0.3141	0.0662	0.1873	0.2123	0.7675
1.9155	1.7402	1.5776	1.4657	1.398	1.754
60.5362	55.8365	65.8771	66.8609	59.5582	76.7406
-0.0049	0.1614	0.1766	0.5381	0.4076	0.3897
0.5706	0.3429	0.137	0.2071	0.2247	0.1976
0.3843	0.2042	0.5071	0.4328	0.3917	0.3287
2.3124	2.4101	2.2307	2.5358	2.5234	2.7431
1.6211	1.538	1.4023	1.382	1.442	1.4328
6.6907	6.9595	6.6981	6.8997	7.0233	6.7281
3.0806	2.976	2.889	2.2797	2.6515	2.4926
0.7861	0.5365	0.4235	0.1952	0.5314	0.826
0.7433	0.2256	0.092	0.1974	0.2745	0.2435
0.3097	0.3803	0.593	0.5538	0.3926	0.1653
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
0.6727	0.3403	0.1935	0.3354	0.268	0.2607
5.9973	5.6184	4.9201	4.7796	4.7517	6.1442
9.9323	9.8415	9.4565	10.2128	9.4091	10.292
0.5829	0.1554	0.1105	0.3271	0.2751	0.6284
0.3519	0.502	0.5391	0.6832	0.783	0.4269
1.0795	1.6754	1.6005	1.4847	1.1921	1.4091
0.7034	0.5296	0.2587	0.0603	-0.0331	0.2714
3.1484	2.714	4.0752	3.7395	2.7696	3.8328
0.3622	0.1842	0.4436	0.1706	0.4259	0.4662
20.4451	18.1825	16.5248	15.2722	17.7186	14.234
6.7266	5.1777	6.0343	5.8665	5.5745	6.3448
3.4081	3.8082	3.9755	3.6209	3.801	3.5038
31.9466	30.8849	27.4433	25.0405	26.9994	26.7551
17.1292	16.2151	15.8694	17.4138	16.8588	15.4666
0.4431	0.4754	0.2238	0.6485	0.3105	0.402
1.2722	1.2182	0.8202	1.417	1.4519	1.8427
0.4396	0.4534	0.3203	0.5451	0.0014	1.0
1.1403	1.2028	1.4253	1.5589	1.7061	1.4273
3.184	3.1048	4.8109	4.5659	3.5042	4.3315
30.6934	26.5707	26.3624	25.6578	26.1948	26.6819
50.775	48.8157	58.014	58.3838	36.6411	50.0301
4.9439	4.5935	4.0024	3.8661	4.2181	3.7741
0.5278	0.6535	0.5659	0.3287	1.04	0.4862
10.9474	11.7878	8.7745	10.5198	11.9822	10.9633
16.6418	14.0675	12.2458	14.582	13.7246	15.2118
2.5411	2.6736	3.295	2.8114	2.9624	2.7047
2.1472	1.6163	1.6314	1.8978	1.9405	1.442
1.9864	1.9519	2.3024	2.6232	2.1737	1.9019
57.4389	44.6506	52.8959	55.7217	53.2585	56.5163
0.3733	0.4525	0.3648	0.6673	0.4549	0.3708
0.3587	0.2645	0.673	0.6579	0.2963	0.4248
0.1132	0.4487	0.6482	0.4856	0.343	0.1584
1.2362	0.973	1.6289	1.3796	1.4878	1.6277
0.5231	0.4112	0.1316	0.6052	0.1253	0.3663
0.3126	0.2356	0.0962	0.2304	0.2862	0.5595
35.8322	35.1426	26.5229	27.4262	37.9427	31.2143
966.4194	896.2449	971.2521	930.7846	1020.5729	972.2102
2.5864	2.8828	2.636	3.0792	3.4609	3.2707
0.699	0.4423	0.1261	0.2684	0.4749	0.1053
98.0695	91.9527	70.7949	71.9711	82.2476	74.4388
19.9847	16.2222	19.1226	18.0491	18.2496	19.6289
0.3265	0.7829	0.6909	0.3819	0.442	0.9171
0.8092	0.3389	0.438	0.6662	0.5843	0.562
1.0414	0.9276	1.4221	1.6869	0.8417	1.0783
1.5087	1.5285	1.1676	1.2917	1.2345	1.424
1.3578	1.6728	1.7389	1.6114	1.7028	1.7143
0.221	0.4486	0.4691	0.4001	0.2692	0.4741
1.8127	1.947	1.4572	1.6094	1.0373	2.2019
1.8257	1.781	1.8276	1.9385	1.526	1.9745
0.8543	0.6377	0.6984	0.7715	0.6584	0.7103
1.4227	1.8311	1.695	2.4538	1.7091	2.6804
0.5145	0.3818	0.6039	0.401	0.1789	0.3424
6.8071	9.0623	8.7928	10.7672	7.13	11.6492
5.1989	5.3748	4.3225	3.4215	4.0151	3.9799
0.3482	0.2176	0.5642	0.2174	0.568	0.6089
1.5206	1.9702	1.6944	2.1358	2.511	2.7018
9.4491	8.6069	10.3043	10.1278	6.4755	8.0985
23.9945	23.8985	22.9151	23.4563	23.4924	25.1617
22.8315	24.8366	16.1833	17.0018	23.0684	18.5633
0.223	0.1091	0.1358	0.2871	0.3021	0.2781
0.3062	0.1299	0.2227	0.3732	0.442	0.3954
0.9307	1.1368	0.8105	0.7283	1.1323	1.1791
139.2656	144.6587	121.6271	140.6883	139.0027	136.3477
14.7893	14.8664	17.3841	16.9777	17.8479	17.9522
0.8941	0.7623	0.4468	0.3812	0.4657	0.7454
0.584	1.0942	1.0967	0.7987	1.0474	0.6718
4.93	4.4504	3.2527	3.0935	3.9499	3.4151
2.8772	2.5553	2.0275	1.406	2.5361	1.483
17.9837	20.6601	18.0805	15.147	20.2952	16.9327
13.6073	11.1191	11.219	11.5064	10.789	10.7992
47.3917	46.0773	40.9065	38.2166	40.5967	40.0648
1.0279	0.5842	0.9636	0.3876	0.7056	0.6421
221.3606	213.9532	207.1212	197.8891	208.0024	207.5817
0.6734	0.6604	0.4836	0.9586	1.0734	0.6052
0.1912	0.5611	0.1115	0.1764	0.6314	0.3579
1.617	1.9405	1.5844	1.9808	1.3298	1.9083
145.1279	126.8704	136.851	133.1066	124.8485	132.5062
2.0815	2.0479	2.0214	1.5427	2.1333	2.118
56.7624	53.8689	52.1886	49.6262	57.0478	53.3444
370.5206	383.7054	325.0979	369.6181	384.3237	371.6768
0.7945	1.0628	0.7618	0.8386	0.972	0.7755
84.1078	66.5599	78.7501	65.1161	65.5987	66.7675
1.1221	1.0326	1.2893	1.0118	0.968	1.1924
1.2912	1.4063	1.4138	1.1784	1.1465	1.2723
2.425	2.1063	2.7924	2.4197	2.364	2.7165
42.4678	41.4709	37.0993	42.6872	47.0837	48.552
18.2351	17.3196	15.7499	11.719	14.0153	14.4383
0.2743	0.194	0.2421	0.9616	0.4711	0.2353
5.9807	5.0178	2.1839	1.8433	2.9655	2.1311
21.1784	19.3535	19.899	19.7629	15.6575	22.4074
0.2238	0.3001	0.5977	0.5106	0.2729	0.5306
17.5472	17.7792	14.5283	14.3518	14.8637	16.3991
6.5457	7.2233	6.1904	5.4698	6.4281	6.6597
9.0185	8.0221	8.6526	9.0356	8.3312	9.2845
0.6526	0.3377	0.5965	0.492	0.1282	0.8293
0.3816	0.5157	0.2648	0.1814	0.5923	0.599
73.7088	63.0906	89.1624	87.7934	75.7278	86.7536
5.2467	6.1116	5.4589	5.6772	6.2682	6.5229
5.2112	5.6984	5.3487	3.8965	5.2078	4.6179
20.9336	20.7781	16.0411	13.9719	18.8689	14.6686
16.0491	15.0151	14.888	16.3724	15.2617	18.0848
1.9786	1.9869	1.2001	1.442	2.1838	1.845
0.211	0.3226	0.2184	0.3407	0.4671	0.3578
2.6537	2.4018	2.8885	2.5264	2.5209	2.6375
2.2161	2.4814	2.5266	2.1575	2.2845	2.199
0.9924	0.9517	0.8882	1.1365	1.0254	1.4449
6.2124	6.0243	9.086	8.0571	6.5526	8.6696
4.0172	4.7772	4.1517	4.4753	4.3043	4.6471
12.6662	11.3739	11.102	11.4513	8.8751	12.2291
11.6262	11.95	10.1415	11.2151	11.5156	11.7517
0.5808	0.8315	0.5707	1.0921	0.3672	0.5459
0.361	0.1899	0.2807	0.2532	0.2136	0.4837
0.272	0.3147	0.5206	0.4196	0.2965	0.4359
0.3813	0.5763	0.9645	0.6445	0.5196	0.4413
1.173	1.3092	1.4191	0.7717	1.2676	1.4451
0.3093	0.4676	0.4245	0.6052	0.1631	0.3166
1.2621	1.6848	1.3715	1.2738	1.5816	1.206
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
36.2074	41.275	44.6549	35.8705	39.1422	41.0775
8.6978	9.6133	7.6215	8.3468	8.0669	10.1315
3.8619	3.0095	3.2044	3.5992	4.2228	3.7817
1.2354	0.6466	0.4323	0.4501	0.3781	0.6993
4.009	3.4346	3.5883	2.956	3.7184	2.8357
1.7528	1.8807	2.182	1.5822	1.8641	1.8571
65.3721	57.7026	54.995	53.0853	55.5529	55.0453
75.141	78.7908	80.2543	67.6399	74.089	79.5256
12.3938	11.9819	11.4922	10.7326	11.5514	12.9141
16.3775	15.8439	18.8617	17.5099	14.111	17.6471
4.3657	4.1433	4.3796	4.9525	3.9798	4.8813
11.5971	11.3407	8.9639	11.1939	10.2087	13.8903
0.8469	0.6695	1.1736	0.7241	0.894	1.221
2.7048	2.1706	2.0976	2.1504	2.2574	2.5472
2.1542	1.9736	1.8347	2.055	2.3666	2.1884
2.3415	2.6447	2.5474	2.4103	2.279	2.5584
2.2737	2.2276	1.5843	1.773	2.3215	2.2181
1.2888	1.009	1.2774	1.0447	1.2336	1.0638
0.2836	0.1735	0.5305	0.3275	0.3969	0.5018
1.1474	0.734	0.68	0.492	0.6057	0.1125
659.8195	554.363	549.8554	571.5285	589.8514	580.882
2.6386	1.9543	2.3819	2.418	2.6208	2.4954
3.0418	2.7945	2.7942	2.9783	2.9585	2.8663
0.534	0.6266	0.9139	0.5761	1.2463	1.0281
1.0991	0.6663	0.7272	0.5941	0.8536	0.7914
2.368	2.8356	1.8351	2.1015	2.4265	2.301
2.0815	2.8382	2.2981	2.5195	2.5828	1.949
0.3939	0.2483	0.2177	0.4328	0.3618	0.0605
46.9134	42.581	45.0179	40.4257	43.934	42.5047
0.7339	1.1928	0.711	1.2401	1.1775	1.2119
5.0406	6.0634	4.2519	5.9054	4.8166	7.3586
6.5519	7.5419	6.2028	7.8917	9.1036	7.5215
1.3128	0.675	1.6092	1.0753	0.9778	0.7279
15.8894	16.5225	15.0869	20.822	20.1497	23.3722
32.269	29.8222	31.0656	28.2129	30.1233	28.485
1.0356	1.2232	1.1954	1.1337	1.3252	1.6459
0.6494	0.6533	0.6464	1.2001	0.4583	0.3279
0.5162	0.6954	0.2339	0.2933	0.4807	-0.0251
1.5493	1.3579	1.1141	1.3609	1.4487	1.4838
1.0642	1.0296	1.0339	0.9311	1.0458	1.0315
0.5662	0.4133	0.3678	0.6165	0.2611	0.3247
2.8989	2.8855	2.9089	2.0288	2.7023	2.4817
0.2095	0.7468	0.3619	0.3146	0.1323	0.488
51.7697	47.2688	42.4733	44.5514	44.4976	46.9231
0.2767	0.1478	0.2951	0.3361	0.2201	0.3827
0.4891	0.6214	0.2823	0.1044	0.4244	0.2544
6.5464	5.5387	6.3244	5.6918	5.9669	6.387
4.1111	3.5522	4.1263	3.9848	2.9449	4.4711
23.0222	19.801	21.9089	17.8225	19.5385	17.7893
0.2467	0.5743	0.3326	0.383	0.4352	0.8552
0.1081	0.1439	0.4968	0.4945	0.405	0.2381
157.0054	127.6232	112.1035	95.4595	112.4374	78.8264
0.4007	0.4918	0.4582	0.3218	0.5651	0.0052
5.1642	4.4581	5.3714	5.2423	5.5012	4.786
1.0547	0.6134	1.0591	0.9039	0.4461	0.4216
2.0837	1.785	1.9797	1.6444	2.1273	1.8664
6.9444	24.1472	4.2222	30.6537	15.0801	25.9267
6.9004	5.9318	5.6385	5.3697	6.5004	5.5383
0.1235	0.1453	0.3366	0.0995	0.0788	0.305
29.5959	26.7411	25.9997	24.5264	23.3701	27.0865
0.6033	0.4157	0.4388	0.138	0.7691	0.5116
9.1396	10.5983	8.6556	8.9159	11.4773	11.421
9.9176	10.7928	9.5747	9.7167	11.3794	10.6989
58.8386	51.8289	40.3317	48.53	51.6997	53.3703
3.1082	3.1471	3.171	2.9792	3.1488	3.5359
9.3743	8.3098	10.515	8.0638	10.265	9.0921
4.358	5.3099	4.9909	4.1055	4.9435	4.0137
5.3412	4.0124	4.6676	4.6556	5.9147	4.5908
4.7031	5.026	3.7573	3.8577	4.3534	4.7321
2.3809	35.0364	3.1432	45.0738	12.6544	24.3038
0.2284	0.2387	0.3384	0.2404	0.3053	0.5809
0.6755	0.2777	0.1149	0.2251	0.2079	0.4512
1.3382	1.3996	0.9244	1.1769	1.3459	1.1632
0.7731	0.095	0.5057	0.1218	0.2391	0.5232
0.3501	0.3872	0.4603	0.0696	0.449	0.5022
0.2596	0.5143	0.3843	0.2797	0.1225	0.2824
20.6907	16.4249	19.043	17.1028	19.4515	18.8301
1.1101	0.9906	0.6587	0.8571	1.1673	0.9026
26.9676	27.4347	26.5594	24.5273	31.3572	28.3785
9.8649	9.2686	6.3105	5.1728	6.7138	5.9547
2.1222	1.781	2.8118	2.5243	1.5849	3.425
3.5812	4.6764	3.8835	3.9643	2.4177	3.5013
0.6851	1.2036	1.048	0.9203	1.2791	0.8685
0.6727	0.6415	1.5719	1.1029	0.9364	0.9591
1.9999	1.2016	1.9393	1.566	1.9062	1.7768
1.7725	1.1653	1.4263	1.5942	1.2287	1.5544
11.3993	10.5557	10.3177	10.5733	10.1357	10.9576
18.5912	16.3693	16.5209	17.0366	13.4861	17.8997
4.9793	4.5374	4.8509	4.4502	4.9439	5.2603
5.8868	5.3855	4.8372	5.7911	5.7396	5.9818
28.2813	27.5084	21.9885	21.4108	22.6955	24.8263
34.7778	29.8799	32.5351	30.6401	30.1696	34.1817
4.2906	11.9957	3.5632	12.7714	7.9426	11.5329
0.6853	0.7352	0.7247	1.1129	0.9172	0.6282
2.5126	2.8496	3.1012	2.9029	2.8742	2.5158
3.2264	3.1491	2.1116	2.8254	2.498	2.8101
31.4453	31.4405	31.0632	30.7056	27.8221	32.5182
3.5592	3.6179	3.5474	3.6357	3.8994	3.4918
2.5879	2.5802	2.6728	2.9102	1.8706	3.1589
1.718	1.4244	2.0238	2.3542	2.3033	1.8068
5.0074	4.7493	4.1579	4.7718	5.1969	5.1561
10.7411	9.8971	9.1612	10.2508	12.1827	11.7839
3.4056	2.866	2.0146	2.0869	2.3793	1.9887
0.1608	0.3605	0.726	0.5082	0.2578	0.2125
0.3782	0.2949	0.1975	0.4357	0.0236	0.5338
1.9572	1.8478	2.3678	2.2222	1.8532	2.4447
2.7543	2.6797	2.6539	3.2109	3.1425	2.9719
7.6577	7.8814	6.7567	8.2113	7.6042	8.9912
0.6696	0.4737	0.5808	0.6153	0.4576	0.2729
1.5902	1.7664	1.5682	1.8076	1.6484	1.6273
10.9915	9.6563	10.2226	11.9675	10.7234	11.5232
4.4873	5.237	5.3685	4.8968	5.6037	5.3307
9.1805	6.9594	7.5471	8.4358	8.2483	7.8173
2.7405	2.7935	2.5705	2.3238	2.8163	2.7611
-0.0337	0.3329	0.6034	0.1355	0.3153	0.1278
0.2604	0.1576	0.8865	0.3797	0.5589	0.6011
0.7629	0.2412	0.3209	0.2358	-0.0272	0.2094
6.4112	6.7065	5.9438	6.231	7.1703	7.3106
24.3168	23.4874	22.6947	23.9532	29.2499	23.7302
0.5455	0.4622	0.7092	0.7693	0.705	0.6746
5.5321	5.3316	4.9229	4.7627	4.211	5.296
293.8064	275.5853	233.459	306.5139	284.1206	302.1193
3.1991	2.5429	2.3019	2.0147	2.4029	2.1467
3.6806	3.3539	3.4557	3.1436	3.7128	3.2744
19.5687	18.1266	15.9168	18.5147	19.8929	22.1289
0.2127	0.299	0.4276	0.2008	0.2285	0.2975
0.5198	0.3991	0.6872	0.8237	0.6354	0.7185
8.6192	8.164	7.0169	8.574	9.9649	9.2352
0.2917	0.4305	0.3631	0.4473	0.4878	0.4307
1.307	1.8261	1.281	1.3784	1.5832	1.5932
273.1522	270.4512	218.7911	246.5847	213.6141	283.3838
6.1239	5.9968	5.6453	5.4267	5.0585	5.3843
1.3476	1.1135	0.9055	1.0585	1.0824	1.6153
147.6715	136.7614	144.6407	172.4606	151.4852	187.728
5.6059	6.0299	4.6349	4.2082	4.5921	4.2345
0.5794	-0.011	0.2974	0.469	0.1359	0.5551
165.2475	186.2038	134.6077	162.8374	188.1264	173.5945
0.3077	0.9897	0.5097	0.217	0.2086	0.1721
0.1107	0.3728	0.2681	0.3827	0.4397	0.058
2.2382	2.27	1.7307	2.149	2.5368	2.6205
1.2149	0.6306	0.9798	0.9083	0.7509	0.2322
1.8991	2.1048	1.8655	1.9126	1.6831	2.1826
1.1525	0.9653	0.7925	1.2342	0.78	0.5339
2.2603	2.0142	2.1705	2.1402	2.3768	2.2109
19.1133	17.2724	18.0908	22.9554	20.5896	23.573
0.8037	0.812	0.5507	0.5541	0.4834	0.9418
0.5738	0.1571	0.4286	0.1327	0.1429	0.2956
6.7986	5.4952	5.9926	5.6058	5.1193	5.5351
0.5904	0.4551	0.5097	0.2666	0.1685	0.4878
1.1548	0.958	1.245	1.2624	1.4543	0.7356
25.2565	22.8696	24.1213	20.9351	21.0038	20.4115
23.749	24.9639	19.3942	18.2313	23.6742	21.4411
1.8702	1.6111	1.7258	2.1201	1.7747	1.814
0.954	0.2916	0.5336	0.9918	0.4153	0.6994
14.3165	11.8033	14.0283	15.8986	12.6567	15.6296
8.0985	7.8426	6.9091	5.5629	8.768	6.4308
0.3161	0.3834	0.8624	1.2027	0.1913	1.1916
2.995	3.4214	3.5346	3.4296	3.0317	3.5393
2.9983	2.3453	2.3937	2.2974	1.8968	2.0919
10.976	12.828	10.5855	8.6116	10.9276	11.1823
1.4413	1.6741	1.9301	1.8023	1.813	1.4497
0.3592	0.5751	0.2854	0.3754	0.248	0.1033
0.1877	0.1543	0.5806	0.0036	0.3674	0.0886
1.7746	1.6658	1.977	1.5019	1.5435	1.5347
