GSM813064	GSM813065	GSM813066	GSM813067	GSM814496	GSM814497
1.5572	1.4395	1.6718	1.7142	1.6925	1.6205
-0.0448	0.2444	0.1406	0.3116	0.5896	0.4718
0.0995	0.2267	0.1157	0.3387	0.306	0.3714
0.9736	1.3252	0.7249	1.3281	1.2382	1.432
0.6709	0.3554	0.8858	0.6178	1.0505	1.0936
46.5489	44.4645	45.3311	40.1123	46.9237	41.5416
0.7557	0.8063	0.4093	0.3913	0.454	0.5191
37.1385	36.0852	36.5799	32.138	29.3558	33.6345
2.7215	3.4324	2.5867	2.6688	3.0201	2.7532
0.5316	0.1884	0.2371	0.5275	0.3838	0.3579
12.1221	12.6349	13.2855	12.4004	14.5682	13.6281
1.619	1.8363	1.6047	1.8372	1.6628	1.8598
0.3664	0.4691	0.5868	0.473	0.4175	0.4081
7.4434	7.5813	6.9885	7.1397	6.3214	7.2002
0.3119	0.361	0.2588	0.1864	0.279	0.4531
30.2717	23.794	18.1366	14.8517	24.7977	14.7046
0.2487	0.1958	0.0298	0.3578	0.3412	0.7228
12.6101	11.7053	11.0827	10.2264	8.3739	9.9188
2.1545	2.6972	2.0077	1.6548	4.4501	2.6046
1.1327	0.7242	1.0539	0.6449	0.4006	0.6294
0.3695	0.1823	0.2015	0.2334	0.2638	0.2317
0.4394	0.524	0.1389	0.2067	0.0808	-0.0035
65.1763	68.2153	55.6035	47.3002	78.4747	57.0672
-0.0029	0.3575	0.152	0.4815	0.8139	0.8593
0.6395	0.8437	-0.0019	0.2166	0.6958	0.3429
0.2624	0.3858	-0.1686	0.3553	0.0846	0.3155
6.0863	4.5486	7.0549	6.6727	5.6531	7.1693
0.2984	0.5676	0.4803	0.0755	0.798	0.2509
0.3461	0.3478	0.4989	0.3373	0.2656	0.4662
2.6328	2.4722	1.1275	1.133	1.941	1.0616
1.981	1.6535	1.6289	1.4294	1.7511	1.3063
19.615	19.1386	18.222	17.1232	17.5789	16.5436
9.5025	8.2556	5.4684	6.7988	5.0279	6.7565
35.3279	27.5084	33.3598	30.451	29.1221	30.5577
6.4454	5.7627	6.1292	5.11	5.2235	4.9097
-0.0669	0.2154	0.4623	0.3386	0.2765	0.1275
27.3314	27.116	28.3441	24.308	25.0528	23.4654
12.7057	13.3021	11.8412	10.4125	10.4314	10.3431
3.4221	3.83	4.2559	4.3746	4.2984	3.8456
2.1706	2.0733	2.1825	2.2049	2.0617	1.6428
13.503	13.6279	13.0591	8.5926	10.5631	9.6384
4.7607	5.152	5.2271	4.5843	5.4049	4.5743
0.325	0.3853	0.1609	0.3951	0.3601	0.3161
3.9534	3.618	5.0639	4.336	2.7549	4.7356
28.5438	25.6899	23.144	21.5191	27.0883	23.5967
0.1691	0.447	0.4043	0.2485	0.506	0.3998
6.8778	6.419	5.8002	4.6337	4.4894	5.8843
7.7215	7.2938	5.9679	4.3915	5.9812	5.7424
31.475	29.2526	28.2737	32.1259	31.1069	32.9273
0.4056	0.2196	0.5126	0.3494	0.5432	0.4354
0.1903	0.2391	0.2483	0.4509	0.3094	0.1618
12.0698	12.5894	10.7538	12.062	11.4847	15.0288
0.1646	0.0853	0.0884	0.3146	0.0313	0.4511
2.3686	2.2218	2.1257	2.3928	2.2432	2.4427
0.1932	0.2353	0.3193	0.3633	0.5408	0.0671
9.8122	11.6273	8.5221	8.4393	10.6219	9.2638
1.9115	1.6149	1.616	1.3306	1.7269	0.9916
1.3703	0.694	0.3854	0.6532	1.0135	0.4001
0.3282	0.1389	0.4448	0.1203	0.193	0.4463
37.7308	27.8118	37.6571	38.9808	26.0785	38.1135
0.7958	0.2307	0.4031	0.6384	0.3045	-0.0859
0.4492	0.2849	0.356	0.1896	0.4042	0.542
2.252	2.1013	0.7994	0.928	1.6512	1.0725
3.4142	3.0764	3.3544	3.3913	2.6258	3.4785
2.7746	2.1652	2.4185	2.5233	2.1432	2.5381
0.2201	0.2655	0.3948	0.5665	0.2254	0.641
2.5679	2.2118	2.8986	2.5881	2.3696	2.0356
0.604	1.0341	0.7726	0.4798	0.3905	0.4793
55.5088	43.8506	53.4751	55.3094	50.3773	52.5228
7.1815	6.4865	6.2737	5.9016	6.4695	5.6948
11.8496	10.9931	11.0965	10.6878	9.7493	10.4079
8.8093	6.9796	7.7586	7.3543	8.0139	7.9807
1.1352	0.9145	0.4733	0.8386	0.7491	0.6538
0.7535	0.3096	0.1913	0.2006	0.2797	0.2896
1.7961	1.826	1.6576	1.4547	1.5115	1.8391
1.7906	1.8063	2.1662	1.6456	1.7991	1.7539
10.7288	11.0864	11.8355	12.8297	12.6178	12.3822
10.8882	9.4175	9.9295	9.3873	9.3999	9.6866
17.0356	13.9285	19.4911	21.0914	19.4421	19.9888
2.9935	3.2786	3.0189	2.5447	3.2398	2.736
3.8056	4.3043	4.1477	3.4055	4.8	4.9097
4.2109	3.5672	3.5961	3.4728	4.3018	4.002
11.7814	11.7774	9.4275	8.0874	9.699	8.5385
2.2545	1.7153	1.1943	1.4218	1.7319	1.1805
62.4901	54.7311	64.4871	58.3742	52.248	58.9808
4.7855	9.0023	10.4297	19.6989	6.0816	16.5585
1.4988	1.073	1.1015	0.9119	1.0132	0.9732
7.1009	6.1092	6.0419	5.2558	5.6046	6.4433
15.0441	13.0311	9.1838	7.7303	11.4513	7.242
0.1924	0.1128	0.2581	0.3551	0.0373	0.4339
2.8666	3.1028	2.7133	3.2363	3.4105	3.0288
2.4523	2.6537	1.692	1.7713	1.8274	1.7548
3.5487	2.6158	3.3768	3.3755	3.3857	3.1545
4.3487	4.3112	4.1338	3.6404	3.6655	3.9255
2.3116	2.2416	2.5642	2.3459	2.1171	2.2922
3.5619	3.7079	3.8645	4.0071	3.9763	4.9459
4.3583	4.4301	3.8114	4.599	3.7375	4.3987
0.5471	1.0206	1.3036	1.1535	0.6628	1.0317
2.5783	2.2003	2.9394	2.4271	2.5365	2.6842
26.9939	22.7661	29.2367	26.3103	24.895	25.7726
0.353	1.1967	0.7826	1.3165	1.4512	1.1607
20.9911	20.4618	19.7459	19.8197	18.7529	19.4709
1.4223	1.3269	0.2841	0.8894	1.1554	0.6446
0.5136	0.3515	0.262	0.1977	0.3668	0.4478
0.408	0.8232	1.2069	0.3503	0.9909	0.612
47.7203	37.6189	49.0707	45.7439	30.9622	39.1211
5.3813	5.3293	4.8209	3.97	2.9242	2.4603
1.2832	1.3884	2.0102	1.5173	0.9259	1.7898
2.3604	2.1482	3.2384	2.9144	3.6641	2.188
14.7043	13.9153	14.5924	13.2834	11.8737	13.6965
7.1332	7.7959	6.6369	5.1112	6.0777	4.8896
18.0828	20.7528	16.9723	16.712	18.7322	15.8588
0.2493	0.2299	0.3245	0.5181	0.3216	0.1785
571.752	576.3984	523.8144	564.5647	625.1563	567.6297
8.8297	8.4766	7.8026	6.6466	8.5802	8.135
12.7427	12.03	11.081	10.5582	11.2618	10.8336
3.5738	2.927	2.6699	2.4123	3.0164	2.8499
0.1697	0.1839	0.3426	0.1622	0.1728	0.0691
11.535	13.3967	11.4658	11.815	12.9187	11.7697
6.5177	5.8982	5.2238	4.4031	5.5482	4.7113
76.7808	77.9643	72.0595	60.3035	61.8721	76.2993
13.0905	12.2669	13.7844	11.1177	13.2773	12.7342
3.2873	3.4801	1.4861	1.6799	4.0613	1.9092
2.3963	2.5437	2.677	2.7453	2.4379	2.9375
14.2294	14.2319	10.5368	9.9613	8.6872	12.4866
98.0825	78.2698	86.0153	78.9258	69.7957	72.9614
0.4006	0.0392	-0.037	0.341	0.2981	0.5567
3.7311	2.9268	4.3908	3.4235	3.7386	4.3212
18.5904	14.8334	15.4881	14.2973	13.7012	13.7038
30.3237	27.3893	23.9614	19.4788	23.4464	20.159
0.7393	0.4806	0.0751	0.4578	0.4678	0.5465
678.4674	577.346	626.7202	643.0368	479.4448	653.3721
6.342	5.9197	6.1814	4.9769	6.0754	5.3273
11.9297	10.6224	9.4427	7.1021	7.8254	7.9533
34.0751	31.5758	28.2771	26.1336	27.5246	24.541
12.9692	11.6061	15.3521	13.2138	10.2863	11.3348
19.067	17.6524	17.9122	17.2625	15.1007	17.7706
3.7064	4.2428	3.3976	3.1033	3.7505	3.1941
14.8711	14.5465	16.4923	16.7283	14.2259	17.661
13.6337	12.3193	16.4051	15.4183	13.7107	15.9964
0.4079	0.3273	0.2338	0.488	0.3603	0.2456
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
12.8236	12.6475	11.299	10.2062	11.3867	11.0012
0.1772	0.4469	0.9267	0.321	0.3555	0.4248
11.1549	11.2711	10.8073	10.4847	9.1884	10.1105
20.8665	21.2457	22.5928	22.5315	20.5978	23.4487
2.4283	2.902	2.6418	2.3481	2.4718	2.5582
0.3452	0.6386	0.4995	0.4411	0.2862	0.4025
2.32	2.4974	2.1733	2.3233	2.5135	2.5533
2.4182	2.1412	2.6798	2.528	2.113	2.7774
6.9679	6.2441	4.491	3.1585	4.7579	3.317
3.1461	3.575	3.9965	3.7069	4.182	5.3897
18.1209	18.2106	15.1461	10.9627	13.3478	9.5198
0.2467	0.1951	0.2044	0.0843	0.4459	0.1419
1.9639	1.5983	1.4769	1.3477	1.7192	1.4699
5.6954	4.5707	5.2625	3.3146	3.7587	4.3649
2.429	1.9324	2.9878	1.8923	2.471	2.0825
59.2898	46.9545	45.9599	47.2041	45.1251	44.3455
1.8421	1.6305	1.6227	1.2628	1.1007	1.3514
8.6143	9.1786	6.2912	7.2411	8.6442	8.6288
3.2208	2.3777	2.9852	2.2993	2.7667	2.6146
0.8316	0.6424	1.3587	1.4505	0.94	1.2004
1.1033	0.629	0.8939	1.297	1.4029	0.8867
37.5149	32.2257	29.3278	29.4243	33.4068	31.7329
0.4988	0.4381	0.1633	0.1656	0.7206	0.2509
9.4909	11.9798	12.4751	8.2245	10.5181	8.0952
20.8357	20.6477	20.5569	17.9689	19.9856	20.3063
3.5395	4.6199	4.2585	4.0199	4.7015	4.7823
0.793	0.647	0.649	1.0666	0.5554	0.5678
48.9497	46.2263	42.166	40.7862	44.9689	45.2162
10.2322	9.123	7.1602	6.6537	6.8021	11.1202
6.3352	6.2851	8.4548	7.2992	7.0299	8.0388
5.9774	4.4753	4.8698	4.4725	4.2352	4.8432
0.3638	0.2156	0.4532	0.6317	0.1518	0.1471
1.2383	1.4826	1.7351	1.8564	1.6672	1.3858
2.9514	2.2256	2.7572	2.5039	2.6529	2.6935
2.1014	1.9531	1.7613	1.9694	1.6074	1.6302
44.6766	43.8683	50.7606	54.8645	40.0903	48.2246
11.0904	9.4577	10.229	11.1086	10.8846	9.6933
1.2562	1.4213	1.748	1.3555	1.3321	0.9972
2.1293	2.0978	2.7858	2.4456	2.1523	1.8262
61.3954	57.4103	56.8182	47.5982	53.1269	53.0418
15.4376	13.9309	11.7749	13.0403	13.8164	15.2578
0.1893	0.2096	0.4799	0.2694	0.3146	0.2878
73.2186	79.0232	65.4922	62.1315	77.4677	67.5563
88.8561	88.6346	97.5061	100.8994	91.0823	104.8724
19.3327	17.688	15.948	15.2951	12.6131	15.7476
27.0949	29.4566	14.8201	13.7045	21.8122	17.7547
44.8271	39.3104	44.4545	43.7567	35.2019	44.4164
1.1511	1.3368	1.0721	1.2747	0.9314	0.6567
0.3291	0.4421	0.2417	0.7355	0.235	0.6744
8.0034	7.4075	5.7349	4.8907	6.6664	5.3783
8.0992	8.7993	8.6256	5.5509	8.0157	6.0679
4.2475	3.8273	4.4352	4.3068	4.3902	4.3915
1.1937	1.4955	1.3666	1.5175	1.3965	1.3959
0.2262	0.6915	0.2357	0.1464	0.347	0.0567
3.2715	3.6322	3.5525	3.0134	3.6836	3.1077
22.613	20.382	17.2992	13.8017	17.3572	15.3756
2.4776	2.3325	2.8334	2.2649	2.0196	2.3413
0.2359	0.1953	0.2989	0.0787	0.2453	0.2333
1.6346	1.4626	1.4261	1.4667	1.3514	0.952
17.9395	16.533	18.9575	18.0794	18.5268	17.6976
3.5151	3.249	3.8312	3.5276	4.2762	3.1741
1.4413	1.3804	1.0145	1.2003	1.2705	1.4291
9.7018	11.2232	10.9499	9.5847	8.7712	9.8986
0.1696	0.8483	0.9692	0.35	0.4493	0.6605
7.3041	7.3674	7.1122	6.7348	7.9165	6.9728
10.4642	10.855	11.4698	8.8679	10.3748	10.5419
0.3436	0.3432	0.5094	0.347	0.4553	0.3239
2.5718	2.73	2.1542	2.3731	2.474	2.211
0.2453	0.2697	0.3455	0.2644	0.3247	0.5338
11.837	11.6248	13.8525	10.6173	13.482	10.4098
140.1828	122.4896	137.2877	117.0286	132.5871	135.1496
22.2893	20.3849	16.7205	14.6743	12.0319	19.8304
2.3617	2.397	2.359	2.7408	2.3085	2.2781
0.3711	0.3144	0.5042	0.5904	0.7932	0.3702
7.7179	6.2131	5.3633	5.1995	5.9272	7.4059
0.7528	0.3019	0.9841	0.8223	0.7938	0.1218
5.2736	6.051	5.162	5.8441	6.3526	5.8078
0.6798	1.2092	0.7419	0.8884	0.6635	0.4999
9.9872	10.542	8.7704	9.9993	9.0845	10.5158
133.3561	128.7186	126.2027	120.1771	122.8583	128.4474
1.2447	1.5285	1.369	1.3721	1.766	1.4972
1.83	2.307	1.3417	1.3897	1.269	1.8666
10.2901	11.3437	9.2652	9.7703	10.5569	11.8465
5.1586	4.7151	4.8975	4.8906	4.9201	5.6253
0.4818	0.5624	-0.0388	0.3207	0.0641	0.1603
0.691	0.2763	0.0716	0.2941	0.2751	0.1691
1.0324	0.6394	1.1256	0.8964	0.6714	0.6668
0.6414	0.0541	0.4646	0.342	0.2909	0.2783
1.3585	1.5617	1.3306	1.2122	1.8604	0.9999
1.7589	1.3686	1.6189	1.7834	1.3547	1.7821
0.5803	0.1955	0.5193	0.4736	0.0698	0.503
0.3398	0.6037	0.7598	0.3011	0.9579	0.7963
0.3647	0.254	0.0639	1.1756	0.1963	0.31
0.1652	0.345	0.6092	0.6682	0.2406	0.5112
5.6021	4.949	6.2044	5.34	4.2678	5.0614
4.8069	3.9643	3.9859	3.7746	3.7789	4.0329
0.4119	0.5416	0.2842	0.2723	0.2075	0.0886
0.1897	0.0603	0.375	0.0479	0.5138	0.6689
0.3494	0.2949	0.2618	0.1803	0.1749	0.2147
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
4.6177	4.9501	5.0451	4.6898	4.6402	4.8967
7.2585	8.059	7.5897	6.7076	7.9889	8.5315
9.9452	11.356	10.7862	9.1988	11.1055	11.4604
3.6876	3.6686	4.2215	4.0381	4.3564	4.2689
5.6032	5.2941	4.7368	4.9726	5.0637	4.4452
6.7035	6.9982	6.8126	5.6871	6.3427	5.4356
0.4371	0.2707	0.7008	0.4661	0.5381	0.1855
4.1969	3.6472	3.5189	3.8726	3.5988	3.7423
0.9793	0.861	0.8029	0.8439	0.9008	0.3638
0.6632	0.1292	0.5522	0.5487	0.3986	0.7839
19.6317	21.4022	15.6835	14.3467	21.6714	16.184
6.5731	5.7716	5.9736	4.1305	5.7467	4.8765
1.848	1.6066	1.6901	1.6619	1.6557	1.5461
81.3473	81.4143	85.5702	71.2981	89.2728	73.6722
15.0707	16.1498	12.3256	10.2943	14.1416	11.4217
39.9683	39.9642	37.1499	34.5092	32.9275	32.387
26.3767	27.5017	25.2405	26.1328	25.4763	28.6594
3.8862	3.7896	3.3083	2.5075	3.4908	3.0323
1.7627	1.1474	2.1412	1.4843	1.1369	1.3311
108.2882	94.708	100.2353	87.1159	84.8392	92.2355
2.2721	2.0451	1.6493	1.4923	1.757	1.6178
0.2006	0.3654	0.4622	0.2496	0.2478	0.4689
0.6556	0.1209	0.3227	0.3081	0.1894	0.1314
38.2235	36.4359	46.9054	47.5127	44.029	46.5139
2.9826	3.4934	3.2828	2.8283	3.7945	2.8936
0.325	0.6815	0.6564	0.6588	0.7421	0.9219
17.4487	17.5652	18.4698	17.4901	20.0102	18.7703
0.7378	0.6332	1.0841	0.8212	0.5434	1.0152
0.0244	0.3349	0.2584	0.145	0.2487	0.3076
0.2725	0.6139	-0.0093	0.3648	0.3574	0.2056
2.5193	2.544	2.1256	2.1552	2.5018	2.7775
1.1502	0.4232	0.7411	0.7081	0.6676	0.8404
1.1994	1.2139	1.6245	2.2268	2.047	2.3286
-0.2895	0.5119	0.7175	0.4719	0.6716	0.448
0.8941	1.0625	1.0	1.2672	1.7273	1.1627
0.7852	1.1245	1.4823	1.3843	1.1499	1.1714
0.545	0.6107	0.7911	1.0827	0.8079	0.7837
1.4543	2.0186	1.2571	1.2308	1.8417	2.2413
6.6165	7.0558	6.4688	6.15	7.8706	7.3159
0.6538	0.9112	0.4598	0.6379	0.5635	0.8424
1.4521	0.8985	1.1844	0.5627	1.0526	0.6142
1.8848	1.7035	1.0225	0.8442	1.1377	0.6874
174.0576	132.3518	157.4543	163.1884	144.4087	166.9455
0.3434	0.2488	0.3218	0.0964	0.5004	0.5007
19.6594	17.4303	18.9015	15.1087	18.6523	13.841
0.5019	0.2636	0.3149	0.1684	0.0015	0.2548
2.0956	1.8539	2.0153	2.2415	2.4035	2.0763
0.3273	0.539	0.3392	0.406	0.2968	0.4649
27.5163	24.674	26.1751	23.0389	22.1837	21.4002
-0.0348	0.7884	0.3704	0.1135	0.4971	0.3319
7.2583	7.4798	7.5286	8.1342	6.4471	6.8808
2.963	3.0166	2.8478	2.8956	2.8862	2.9037
1.246	1.3632	1.3876	1.227	0.9947	0.8831
3.7228	4.5391	4.1469	2.9645	3.8816	3.3222
0.3184	0.6135	0.7955	0.5392	0.4151	0.2975
0.9059	1.0237	1.3547	2.0869	0.907	1.3284
8.3227	7.4073	4.1449	4.213	5.6107	4.0199
3.2095	3.5257	3.8892	4.0113	3.7507	4.2699
0.5114	0.0439	0.2674	0.2733	0.1341	-0.0614
3.3933	3.4509	1.9983	2.0872	2.8394	2.5477
6.964	6.6015	6.8008	6.5034	6.8373	6.0076
0.2867	0.2945	0.7083	0.45	0.435	0.1004
1.4637	1.8222	1.6976	1.299	1.6752	1.7863
0.4787	0.356	0.2091	0.2444	0.1359	0.3374
44.179	38.9807	36.8207	37.7334	42.0996	36.9845
0.8302	1.1047	1.4444	0.5998	1.2691	0.5074
0.1263	0.4095	0.5558	0.3939	0.6005	0.1879
2.8057	3.216	1.8435	2.0466	2.3179	1.6745
0.6042	0.5277	0.4425	0.8465	0.7443	0.445
6.4537	10.6137	8.2627	21.8579	11.5644	17.5206
0.1681	0.4126	0.0981	0.1586	0.1168	0.2915
79.3011	76.3779	80.9851	91.3615	81.0928	105.2747
3.806	3.8803	2.9835	2.8555	3.4029	2.6885
181.4434	179.2264	158.0866	155.9961	161.8662	168.3752
38.0164	35.6593	36.8415	36.0906	32.6091	33.2889
10.0118	9.3551	6.9224	6.728	9.1922	7.8076
0.4024	0.3813	0.8683	0.0091	0.2604	0.3446
3.579	3.7744	2.8545	2.796	3.6169	2.6749
23.3841	23.3018	20.3571	20.6467	26.8222	35.3055
20.2963	18.8233	14.7149	12.7032	17.5727	15.7093
7.5969	7.6797	6.7613	7.8331	7.2469	7.4072
7.6526	7.9806	8.4848	7.748	7.9392	8.1642
4.2277	5.0849	4.8392	3.7259	4.6935	5.9302
0.2518	0.4832	0.2675	0.4011	0.236	0.0858
2.7213	2.6806	3.4976	3.3951	3.2633	3.1081
0.6297	0.645	0.9061	0.6809	0.6281	0.5771
222.6855	234.5834	241.1633	229.6889	244.5614	253.3837
7.0715	6.195	4.9622	3.7674	5.0733	3.7746
0.508	0.2495	0.3664	0.3348	-0.0251	0.544
0.8375	0.2818	0.1437	0.724	0.5939	0.7516
1.4673	1.7791	1.4982	1.5186	2.045	1.7786
0.4323	0.4624	0.2351	0.2496	0.1462	0.0583
0.1595	0.0458	0.4988	0.184	0.3597	0.4146
30.0911	31.5745	30.3826	23.6095	36.1334	24.4249
1.8357	1.1551	1.8576	1.6548	1.0112	1.3618
163.6538	153.8855	141.8968	128.657	139.0682	140.113
2.1019	2.0307	2.198	2.2804	2.2543	2.5605
0.491	0.4238	0.7827	0.6453	0.5238	0.4061
2.8964	3.5789	3.5475	3.8053	3.2534	4.0258
6.505	6.3446	6.9853	5.9611	7.2878	6.8056
5.5911	5.4177	3.6571	4.183	4.7732	3.1989
10.5642	11.0368	10.6195	10.6615	11.673	10.6299
0.2984	-0.0429	0.3142	0.3735	0.2918	0.3114
39.1967	36.5747	35.3441	36.1912	36.9143	38.3216
1.079	1.4028	1.6242	1.5559	1.3805	1.3192
9.5807	10.4366	10.3988	9.2824	8.4887	10.3392
13.3681	11.633	9.5151	9.6877	10.6616	10.4153
0.1803	0.2141	0.3599	0.1847	0.4341	0.148
6.1857	6.2858	7.2246	7.2481	3.9991	6.8352
2.5712	2.2661	2.622	2.592	2.5686	2.8994
2.3498	2.3262	2.582	2.621	2.2638	2.6413
1.1676	1.5836	1.9704	1.5187	1.7057	1.6896
148.6524	121.2037	119.5037	117.8185	118.6825	124.0365
0.1685	0.5494	0.457	0.3642	0.2301	0.662
5.1637	4.9085	3.9681	3.4142	4.0253	3.4001
52.5128	53.5967	50.2808	48.2291	53.8825	51.6149
15.2463	17.6615	12.8248	9.4706	10.4808	9.5427
5.9004	6.0922	4.2066	4.2996	5.4018	5.7958
13.7142	13.4785	13.5643	12.5221	13.2814	14.2279
5.3253	5.7597	5.1852	4.4123	4.7169	5.0291
108.4901	119.1333	102.2603	99.0246	106.1427	112.4352
1.3907	1.0115	1.2126	1.1299	0.8225	1.3284
0.9836	0.9401	1.2299	0.7324	1.095	1.1805
7.1029	6.5598	6.2694	5.6242	5.2088	6.7706
0.6203	0.2951	0.3327	0.5788	0.5933	0.4754
0.6667	0.6416	0.6568	0.5827	0.8583	0.5581
0.9786	1.2576	1.1078	1.0883	1.1631	1.2973
1.2128	1.6391	1.2155	0.9954	1.3322	1.4487
1.2575	0.8451	1.2506	1.1303	1.1133	0.8556
40.845	32.5863	39.5515	39.8114	32.844	36.9789
25.9634	20.8821	14.7566	12.0567	20.559	11.3775
0.4905	0.1372	0.4095	0.0802	0.3076	0.0966
11.3649	11.1431	11.1545	10.1005	10.1892	9.3908
1.3084	1.2288	1.4263	1.5527	1.1889	1.6529
1.7746	1.8806	1.695	1.8879	1.775	1.6586
9.9657	9.4277	9.1793	8.5178	9.8053	9.5666
3.7388	4.2514	3.6196	3.5567	3.8382	4.1445
0.3025	0.3176	0.4556	0.3179	0.5642	0.4879
3.5643	2.7405	3.1235	2.6912	2.5815	3.6619
5.3509	5.6203	6.2069	4.7258	5.2883	4.9184
6.3118	6.2033	5.4617	4.7445	5.7275	5.4595
5.3419	6.1807	5.5994	5.2911	6.3999	6.135
0.0209	0.3486	0.7816	0.4912	0.1387	0.3381
31.9696	35.036	27.6504	34.5648	39.6796	38.8164
4.919	5.5714	4.9347	4.5292	5.0987	4.3085
3.1704	2.8378	3.3625	2.5981	2.6077	2.8653
3.0604	3.6887	3.4508	2.5752	3.4445	2.5479
3.3252	4.1547	3.5856	3.4994	4.2159	4.0392
3.4899	4.7421	3.7759	2.7344	3.1079	2.2622
1.5987	1.8362	1.4623	1.2698	1.3826	1.5012
12.7899	11.2802	9.6675	8.1606	10.5037	9.8189
23.1345	24.8619	21.3085	25.4526	24.8526	25.616
2.2074	1.698	2.4723	2.009	1.2331	1.7006
4.8521	4.1775	5.0029	4.6073	4.4791	4.6293
0.1593	0.9124	0.1264	0.3077	0.5091	0.5301
0.3253	0.7481	0.4122	0.6064	0.931	0.5702
3.9048	2.949	4.2943	4.7396	3.0287	4.1468
2.3128	1.9745	1.9819	1.9054	1.7214	1.7171
2.3737	2.0133	2.4402	2.5617	1.8861	2.7147
3.7866	3.4739	2.7046	2.4126	3.1264	2.4777
0.0531	0.7827	0.8488	0.7622	0.6937	0.7206
0.5969	0.0501	0.531	0.2762	0.2048	0.1072
0.695	0.9915	0.7083	0.7312	0.5103	1.1054
9.5112	10.3187	10.9212	10.1271	10.6244	12.3512
2.5413	2.3009	1.9536	1.768	2.0915	2.3743
11.675	12.4229	9.7701	9.1875	11.5965	9.6703
10.8509	10.7156	11.2745	9.5412	9.3235	9.8782
5.2977	4.5704	4.3827	4.2791	4.6298	3.9981
59.4904	52.2384	54.3369	57.4774	50.7518	56.9678
0.3614	0.3102	0.4099	0.3749	0.2777	0.2768
8.8089	8.1521	6.9796	6.6835	7.289	7.7218
16.4509	22.7489	21.1619	28.1444	20.4068	23.4973
4.6971	5.1734	5.0115	4.4993	4.1675	5.2876
16.3704	17.2929	14.8995	14.0639	14.439	16.072
3.8695	5.1221	4.2667	4.434	4.1659	4.3622
4.8351	5.4981	4.0846	3.8262	3.9229	4.5892
126.0902	133.0841	109.4008	97.9603	117.6184	104.2531
65.3995	65.0623	64.75	57.6741	65.6235	58.1556
1.5555	1.8881	1.8785	1.9552	1.9562	1.7468
1.1848	0.9785	0.8768	1.0444	0.5735	1.1897
13.4229	14.8439	12.6096	10.4193	13.557	11.3043
21.7859	18.9712	23.3487	20.4159	19.8043	17.3849
0.9538	0.6641	0.4036	0.3909	0.2743	0.3338
-9999.0	-9999.0	-9999.0	-9999.0	-9999.0	-9999.0
9.8589	8.2683	5.9499	5.7584	7.9577	5.7845
1.1452	0.4051	1.1801	1.1105	0.9111	1.1258
0.3091	0.2937	0.4741	0.3114	0.0702	0.0569
2.0699	2.2431	1.868	1.5596	2.4247	2.1286
0.8317	0.5322	0.1831	0.4677	0.6705	0.3629
0.7532	0.2338	0.4932	0.4255	0.5191	0.2524
0.5091	0.1705	0.1277	0.8444	0.1898	0.4621
0.6503	0.3357	0.3904	0.5202	0.2908	0.4453
0.2172	0.4195	0.0996	0.547	0.5493	0.2685
165.2774	197.1492	156.4243	170.0363	185.6737	192.7112
0.4416	0.2323	0.3218	0.1373	0.4892	0.3391
0.3063	-0.0437	0.4791	0.0571	0.2815	0.6147
1.5827	1.3136	1.2111	1.2681	1.3036	1.3398
5.1257	4.8445	3.9304	3.1025	3.7238	3.8574
0.378	0.4171	0.6675	0.4692	0.6663	0.4414
4.3319	4.1112	4.189	4.4052	4.4081	4.6679
5.3609	4.9471	5.2712	4.9651	5.4297	6.0558
1.1925	1.169	1.2892	0.8836	1.3044	1.0698
0.2412	0.3962	0.4667	0.225	0.5632	0.2289
1.4463	1.9566	1.8924	1.8561	1.3165	1.3122
0.2305	0.3284	0.2518	0.5893	0.2966	0.2332
1.4258	1.2947	0.9245	0.9967	1.4082	1.0435
16.4909	16.4102	15.4213	17.4673	17.9978	18.3462
2.7835	3.2864	2.533	2.8392	3.101	2.3662
11.6051	11.8171	12.5568	13.2375	11.8847	12.3974
0.814	1.183	0.7793	0.9989	0.8427	0.5978
14.7055	13.2025	13.8949	14.7177	12.3458	14.62
64.195	55.7037	57.0967	59.9154	56.512	60.8124
16.0091	13.3637	12.799	12.6024	16.8165	14.4156
11.0348	11.8203	12.1748	12.4123	10.972	12.2662
-0.0497	0.2204	0.371	0.2758	0.1575	0.2242
0.8566	0.9459	1.7481	1.1115	1.0817	1.0649
0.7762	0.1987	0.4294	0.6601	0.5902	-0.0165
47.4375	49.9674	46.8808	47.2175	44.2634	43.6099
1.8551	2.1076	1.8477	1.2523	1.5603	1.8463
0.5317	0.6835	0.7946	0.7713	0.6986	1.4063
1.2671	1.2513	1.5164	0.8976	1.0938	0.9182
0.211	0.277	0.5408	0.4131	-0.0307	0.235
0.5711	0.3833	0.4286	0.2815	0.4076	0.5178
0.3997	1.6716	0.3656	0.7209	0.447	0.8236
0.4262	1.0358	1.2618	0.9507	0.9609	0.9863
3.7586	2.9247	3.2081	3.2539	3.4214	3.1997
1.5639	1.6085	1.8005	1.5662	1.5508	1.6809
0.4642	0.6031	0.5213	0.5765	0.8098	1.1894
0.2745	0.5642	0.2849	0.1393	0.6445	0.5129
9.9307	10.6496	10.9913	11.1909	11.1846	11.5916
